         35534765 function calls (35499193 primitive calls) in 1261.564 seconds

   Ordered by: cumulative time
   List reduced from 5787 to 40 due to restriction <40>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   820800    0.858    0.000   12.108    0.000 /kaggle/working/HIERARCHICAL-ATTRACTOR-MACHINE-LEARNING/haml/dynamics/attractor.py:52(rho)
    40800    0.779    0.000    8.989    0.000 /kaggle/working/HIERARCHICAL-ATTRACTOR-MACHINE-LEARNING/haml/dynamics/coupling.py:142(total_force)
1204/1203    0.002    0.000    7.533    0.006 /usr/local/lib/python3.12/dist-packages/sklearn/utils/_param_validation.py:185(wrapper)
    146/7    0.005    0.000    6.469    0.924 /usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:930(_apply)
        1    0.054    0.054    5.957    5.957 /kaggle/working/HIERARCHICAL-ATTRACTOR-MACHINE-LEARNING/experiments/profile_training_runtime.py:46(load_fashion_mnist_subset)
       80    0.001    0.000    5.934    0.074 /kaggle/working/HIERARCHICAL-ATTRACTOR-MACHINE-LEARNING/haml/training/optimizer.py:34(step)
        1    0.000    0.000    5.829    5.829 /usr/local/lib/python3.12/dist-packages/sklearn/datasets/_openml.py:754(fetch_openml)
        5    0.000    0.000    5.828    1.166 /usr/local/lib/python3.12/dist-packages/sklearn/datasets/_openml.py:62(wrapper)
        1    0.000    0.000    5.825    5.825 /usr/local/lib/python3.12/dist-packages/sklearn/datasets/_openml.py:572(_download_data_to_bunch)
        1    0.019    0.019    5.824    5.824 /usr/local/lib/python3.12/dist-packages/sklearn/datasets/_openml.py:436(_load_arff_response)
       80    0.004    0.000    5.653    0.071 /usr/local/lib/python3.12/dist-packages/torch/optim/optimizer.py:505(wrapper)
       80    0.002    0.000    5.634    0.070 /usr/local/lib/python3.12/dist-packages/torch/optim/optimizer.py:60(_use_grad)
       80    0.002    0.000    5.630    0.070 /usr/local/lib/python3.12/dist-packages/torch/optim/adam.py:214(step)
    27200    1.172    0.000    4.865    0.000 /kaggle/working/HIERARCHICAL-ATTRACTOR-MACHINE-LEARNING/haml/dynamics/coupling.py:56(bottom_up_force)
       80    0.001    0.000    4.845    0.061 /usr/local/lib/python3.12/dist-packages/torch/optim/optimizer.py:132(maybe_fallback)
       80    0.027    0.000    4.844    0.061 /usr/local/lib/python3.12/dist-packages/torch/optim/adam.py:902(adam)
       80    0.023    0.000    4.789    0.060 /usr/local/lib/python3.12/dist-packages/torch/optim/adam.py:554(_multi_tensor_adam)
        1    0.000    0.000    4.599    4.599 /usr/local/lib/python3.12/dist-packages/sklearn/datasets/_openml.py:534(_open_url_and_load_gzip_file)


